"ORDEN","FECHA_ORDEN","FECHA_DESPACHO","ANO_ORDEN","TIPO_DESPACHO","CLIENTE","SEGMENTO","PAIS","CIUDAD","ESTADO","REGION","IDPRODUCTO","CATEGORIA","SUBCATEGORIA","NOMBRE_PRODUCTO","VENTAUSD","CANTIDAD","DESCUENTO","UTILIDAD_EMPRESA"
"US-2015-120712-345","12/20/15","12/24/15",2015,"Standard Class","Chad Sievert","Consumer","United States","Austin","Texas","Central","OFF-ST-10000107","Office Supplies","Storage","Fellowes Super Stor/Drawer",88.8,4,0.2,-2.22
"CA-2017-169901-346","6/15/17","6/19/17",2017,"Standard Class","Clay Cheatham","Consumer","United States","San Francisco","California","West","TEC-PH-10002293","Technology","Phones","Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5",47.976,3,0.2,4.7976
"CA-2017-134306-347","7/8/17","7/12/17",2017,"Standard Class","Tamara Dahlen","Consumer","United States","Lowell","Massachusetts","East","OFF-AR-10004027","Office Supplies","Art","Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56,3,0,3.0996
"CA-2017-134306-348","7/8/17","7/12/17",2017,"Standard Class","Tamara Dahlen","Consumer","United States","Lowell","Massachusetts","East","OFF-PA-10000249","Office Supplies","Paper","Easy-staple paper",24.56,2,0,11.5432
"CA-2017-134306-349","7/8/17","7/12/17",2017,"Standard Class","Tamara Dahlen","Consumer","United States","Lowell","Massachusetts","East","OFF-AR-10001374","Office Supplies","Art","BIC Brite Liner Highlighters, Chisel Tip",12.96,2,0,4.1472
"CA-2016-129714-350","9/1/16","9/3/16",2016,"First Class","Adam Bellavance","Home Office","United States","New York City","New York","East","TEC-AC-10000290","Technology","Accessories","Sabrent 4-Port USB 2.0 Hub",6.79,1,0,2.3086
"CA-2016-129714-351","9/1/16","9/3/16",2016,"First Class","Adam Bellavance","Home Office","United States","New York City","New York","East","OFF-PA-10001970","Office Supplies","Paper","Xerox 1881",24.56,2,0,11.5432
"CA-2016-129714-352","9/1/16","9/3/16",2016,"First Class","Adam Bellavance","Home Office","United States","New York City","New York","East","OFF-BI-10002160","Office Supplies","Binders","Acco Hanging Data Binders",3.048,1,0.2,1.0668
"CA-2016-129714-353","9/1/16","9/3/16",2016,"First Class","Adam Bellavance","Home Office","United States","New York City","New York","East","OFF-PA-10001970","Office Supplies","Paper","Xerox 1881",49.12,4,0,23.0864
"CA-2016-129714-354","9/1/16","9/3/16",2016,"First Class","Adam Bellavance","Home Office","United States","New York City","New York","East","OFF-BI-10004995","Office Supplies","Binders","GBC DocuBind P400 Electric Binding System",4355.168,4,0.2,1415.4296
"CA-2016-138520-355","4/8/16","4/13/16",2016,"Standard Class","Jeremy Lonsdale","Consumer","United States","New York City","New York","East","FUR-BO-10002268","Furniture","Bookcases","Sauder Barrister Bookcases",388.704,6,0.2,-4.8588
"CA-2016-138520-356","4/8/16","4/13/16",2016,"Standard Class","Jeremy Lonsdale","Consumer","United States","New York City","New York","East","OFF-EN-10001137","Office Supplies","Envelopes","#10 Gummed Flap White Envelopes, 100/Box",8.26,2,0,3.7996
"CA-2016-138520-357","4/8/16","4/13/16",2016,"Standard Class","Jeremy Lonsdale","Consumer","United States","New York City","New York","East","OFF-AR-10002399","Office Supplies","Art","Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04,4,0,6.9864
"CA-2016-138520-358","4/8/16","4/13/16",2016,"Standard Class","Jeremy Lonsdale","Consumer","United States","New York City","New York","East","OFF-PA-10002713","Office Supplies","Paper","Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",34.4,5,0,15.824
"CA-2016-130001-359","4/23/16","4/28/16",2016,"Standard Class","Heather Kirkland","Corporate","United States","Charlotte","North Carolina","South","OFF-PA-10002666","Office Supplies","Paper","Southworth 25% Cotton Linen-Finish Paper & Envelopes",36.24,5,0.2,11.325
"CA-2017-155698-360","3/8/17","3/11/17",2017,"First Class","Victoria Brennan","Corporate","United States","Columbus","Georgia","South","OFF-AP-10001124","Office Supplies","Appliances","Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection",647.84,8,0,168.4384
"CA-2017-155698-361","3/8/17","3/11/17",2017,"First Class","Victoria Brennan","Corporate","United States","Columbus","Georgia","South","OFF-LA-10001158","Office Supplies","Labels","Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0,9.936
"CA-2017-144904-362","9/25/17","10/1/17",2017,"Standard Class","Katrina Willman","Consumer","United States","New York City","New York","East","OFF-LA-10001158","Office Supplies","Labels","Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0,9.936
"CA-2017-144904-363","9/25/17","10/1/17",2017,"Standard Class","Katrina Willman","Consumer","United States","New York City","New York","East","FUR-CH-10000785","Furniture","Chairs","Global Ergonomic Managers Chair",488.646,3,0.1,86.8704
"CA-2017-144904-364","9/25/17","10/1/17",2017,"Standard Class","Katrina Willman","Consumer","United States","New York City","New York","East","OFF-AR-10003732","Office Supplies","Art","Newell 333",5.56,2,0,1.4456
"CA-2017-144904-365","9/25/17","10/1/17",2017,"Standard Class","Katrina Willman","Consumer","United States","New York City","New York","East","FUR-FU-10000023","Furniture","Furnishings","Eldon Wave Desk Accessories",47.12,8,0,20.7328
"CA-2014-123344-366","9/24/14","9/29/14",2014,"Standard Class","Julia Dunbar","Consumer","United States","San Francisco","California","West","OFF-ST-10001713","Office Supplies","Storage","Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0,8.4784
"CA-2016-155516-367","10/21/16","10/21/16",2016,"Same Day","Michael Kennedy","Corporate","United States","Manchester","Connecticut","East","OFF-BI-10002412","Office Supplies","Binders","Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders",23.2,4,0,10.44
"CA-2016-155516-368","10/21/16","10/21/16",2016,"Same Day","Michael Kennedy","Corporate","United States","Manchester","Connecticut","East","OFF-SU-10001225","Office Supplies","Supplies","Staple remover",7.36,2,0,0.1472
"CA-2016-155516-369","10/21/16","10/21/16",2016,"Same Day","Michael Kennedy","Corporate","United States","Manchester","Connecticut","East","OFF-ST-10002406","Office Supplies","Storage","Pizazz Global Quick File",104.79,7,0,29.3412
"CA-2016-155516-370","10/21/16","10/21/16",2016,"Same Day","Michael Kennedy","Corporate","United States","Manchester","Connecticut","East","FUR-BO-10002545","Furniture","Bookcases","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92,4,0,271.4192
"CA-2017-104745-371","5/29/17","6/4/17",2017,"Standard Class","Guy Thornton","Consumer","United States","Harlingen","Texas","Central","OFF-PA-10002036","Office Supplies","Paper","Xerox 1930",25.92,5,0.2,9.396
"CA-2017-104745-372","5/29/17","6/4/17",2017,"Standard Class","Guy Thornton","Consumer","United States","Harlingen","Texas","Central","OFF-ST-10002205","Office Supplies","Storage","File Shuttle I and Handi-File",53.424,3,0.2,4.6746
"US-2014-119137-373","7/23/14","7/27/14",2014,"Standard Class","Arthur Gainer","Consumer","United States","Tucson","Arizona","West","OFF-BI-10001982","Office Supplies","Binders","Wilson Jones Custom Binder Spines & Labels",8.16,5,0.7,-5.712
"US-2014-119137-374","7/23/14","7/27/14",2014,"Standard Class","Arthur Gainer","Consumer","United States","Tucson","Arizona","West","TEC-AC-10003911","Technology","Accessories","NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router",1023.936,8,0.2,179.1888
"US-2014-119137-375","7/23/14","7/27/14",2014,"Standard Class","Arthur Gainer","Consumer","United States","Tucson","Arizona","West","OFF-AR-10000658","Office Supplies","Art","Newell 324",9.24,1,0.2,0.924
"US-2014-119137-376","7/23/14","7/27/14",2014,"Standard Class","Arthur Gainer","Consumer","United States","Tucson","Arizona","West","TEC-AC-10002076","Technology","Accessories","Microsoft Natural Keyboard Elite",479.04,10,0.2,-29.94
"US-2016-134656-377","9/28/16","10/1/16",2016,"First Class","Muhammed MacIntyre","Corporate","United States","Quincy","Illinois","Central","OFF-PA-10003039","Office Supplies","Paper","Xerox 1960",99.136,4,0.2,30.98
"US-2017-134481-378","8/27/17","9/1/17",2017,"Standard Class","Allen Rosenblatt","Corporate","United States","Franklin","Massachusetts","East","FUR-TA-10004915","Furniture","Tables","Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.424,7,0.3,-297.6848
"CA-2015-130792-379","4/28/15","5/5/15",2015,"Standard Class","Russell Applegate","Consumer","United States","Houston","Texas","Central","OFF-AP-10000696","Office Supplies","Appliances","Holmes Odor Grabber",8.652,3,0.8,-20.3322
"CA-2015-130792-380","4/28/15","5/5/15",2015,"Standard Class","Russell Applegate","Consumer","United States","Houston","Texas","Central","OFF-ST-10003327","Office Supplies","Storage","Akro-Mils 12-Gallon Tote",23.832,3,0.2,2.6811
"CA-2015-130792-381","4/28/15","5/5/15",2015,"Standard Class","Russell Applegate","Consumer","United States","Houston","Texas","Central","OFF-BI-10000309","Office Supplies","Binders","GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.176,4,0.8,-18.8728
"CA-2016-134775-382","10/28/16","10/29/16",2016,"First Class","Alejandro Savely","Corporate","United States","San Francisco","California","West","OFF-PA-10004734","Office Supplies","Paper","Southworth Structures Collection",50.96,7,0,25.48
"CA-2016-134775-383","10/28/16","10/29/16",2016,"First Class","Alejandro Savely","Corporate","United States","San Francisco","California","West","OFF-BI-10002225","Office Supplies","Binders","Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536,3,0.2,17.3376
"CA-2015-125395-384","6/26/15","6/29/15",2015,"Second Class","Laura Armstrong","Corporate","United States","Taylor","Michigan","Central","TEC-AC-10004708","Technology","Accessories","Sony 32GB Class 10 Micro SDHC R40 Memory Card",41.9,2,0,8.799
"US-2015-168935-385","11/27/15","12/2/15",2015,"Standard Class","Denny Ordway","Consumer","United States","Pembroke Pines","Florida","South","FUR-TA-10000617","Furniture","Tables","Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.4575,3,0.45,-157.0095
"US-2015-168935-386","11/27/15","12/2/15",2015,"Standard Class","Denny Ordway","Consumer","United States","Pembroke Pines","Florida","South","TEC-AC-10002335","Technology","Accessories","Logitech Media Keyboard K200",83.976,3,0.2,-1.0497
"CA-2015-122756-387","12/3/15","12/7/15",2015,"Standard Class","Dean Katz","Corporate","United States","Philadelphia","Pennsylvania","East","TEC-MA-10001681","Technology","Machines","Lexmark MarkNet N8150 Wireless Print Server",482.34,4,0.7,-337.638
"CA-2015-122756-388","12/3/15","12/7/15",2015,"Standard Class","Dean Katz","Corporate","United States","Philadelphia","Pennsylvania","East","FUR-FU-10001935","Furniture","Furnishings","3M Hangers With Command Adhesive",2.96,1,0.2,0.777
"CA-2014-115973-389","11/24/14","11/26/14",2014,"First Class","Nathan Gelder","Consumer","United States","Cincinnati","Ohio","East","OFF-AR-10004757","Office Supplies","Art","Crayola Colored Pencils",2.624,1,0.2,0.4264
"CA-2017-101798-390","12/11/17","12/15/17",2017,"Standard Class","Mike Vittorini","Consumer","United States","New York City","New York","East","OFF-BI-10000050","Office Supplies","Binders","Angle-D Binders with Locking Rings, Label Holders",23.36,4,0.2,7.884
"CA-2017-101798-391","12/11/17","12/15/17",2017,"Standard Class","Mike Vittorini","Consumer","United States","New York City","New York","East","TEC-AC-10001998","Technology","Accessories","Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired",39.98,2,0,13.5932
"US-2014-135972-392","9/21/14","9/23/14",2014,"Second Class","Jack Garza","Consumer","United States","Des Moines","Washington","West","TEC-PH-10003012","Technology","Phones","Nortel Meridian M3904 Professional Digital phone",246.384,2,0.2,27.7182
"US-2014-135972-393","9/21/14","9/23/14",2014,"Second Class","Jack Garza","Consumer","United States","Des Moines","Washington","West","TEC-CO-10002313","Technology","Copiers","Canon PC1080F Personal Copier",1799.97,3,0,701.9883
"US-2014-134971-394","6/7/14","6/10/14",2014,"Second Class","Bart Pistole","Corporate","United States","Peoria","Illinois","Central","OFF-BI-10003982","Office Supplies","Binders","Wilson Jones Century Plastic Molded Ring Binders",12.462,3,0.8,-20.5623
"CA-2017-102946-395","6/30/17","7/5/17",2017,"Standard Class","Victor Preis","Home Office","United States","Las Vegas","Nevada","West","OFF-BI-10004492","Office Supplies","Binders","Tuf-Vin Binders",75.792,3,0.2,25.5798
"CA-2017-165603-396","10/17/17","10/19/17",2017,"Second Class","Saphhira Shifley","Corporate","United States","Warwick","Rhode Island","East","OFF-ST-10000798","Office Supplies","Storage","2300 Heavy-Duty Transfer File Systems by Perma",49.96,2,0,9.4924
"CA-2017-165603-397","10/17/17","10/19/17",2017,"Second Class","Saphhira Shifley","Corporate","United States","Warwick","Rhode Island","East","OFF-PA-10002552","Office Supplies","Paper","Xerox 1958",12.96,2,0,6.2208
"CA-2015-122259-398","10/31/15","11/4/15",2015,"Standard Class","Harold Pawlan","Home Office","United States","Jackson","Michigan","Central","OFF-SU-10002573","Office Supplies","Supplies","Acme 10"" Easy Grip Assistive Scissors",70.12,4,0,21.036
"CA-2016-108987-399","9/8/16","9/10/16",2016,"Second Class","Anna Gayman","Consumer","United States","Houston","Texas","Central","OFF-ST-10001580","Office Supplies","Storage","Super Decoflex Portable Personal File",35.952,3,0.2,3.5952
"CA-2016-108987-400","9/8/16","9/10/16",2016,"Second Class","Anna Gayman","Consumer","United States","Houston","Texas","Central","FUR-BO-10004834","Furniture","Bookcases","Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,4,0.32,-317.1528
"CA-2016-108987-401","9/8/16","9/10/16",2016,"Second Class","Anna Gayman","Consumer","United States","Houston","Texas","Central","OFF-ST-10000934","Office Supplies","Storage","Contico 72""H Heavy-Duty Storage System",131.136,4,0.2,-32.784
"CA-2016-108987-402","9/8/16","9/10/16",2016,"Second Class","Anna Gayman","Consumer","United States","Houston","Texas","Central","TEC-AC-10000158","Technology","Accessories","Sony 64GB Class 10 Micro SDHC R40 Memory Card",57.584,2,0.2,0.7198
"CA-2014-113166-403","12/24/14","12/26/14",2014,"First Class","Luke Foster","Consumer","United States","Miami","Florida","South","OFF-PA-10001947","Office Supplies","Paper","Xerox 1974",9.568,2,0.2,3.4684
"CA-2014-155208-404","4/16/14","4/20/14",2014,"Standard Class","Stephanie Phelps","Corporate","United States","Wilmington","North Carolina","South","OFF-AR-10003478","Office Supplies","Art","Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.072,6,0.2,9.768
"CA-2017-117933-405","12/24/17","12/29/17",2017,"Standard Class","Roy Französisch","Consumer","United States","New York City","New York","East","OFF-AP-10004249","Office Supplies","Appliances","Staple holder",35.91,3,0,9.6957
"CA-2017-117457-406","12/8/17","12/12/17",2017,"Standard Class","Keith Herrera","Consumer","United States","San Francisco","California","West","TEC-AC-10000158","Technology","Accessories","Sony 64GB Class 10 Micro SDHC R40 Memory Card",179.95,5,0,37.7895
"CA-2017-117457-407","12/8/17","12/12/17",2017,"Standard Class","Keith Herrera","Consumer","United States","San Francisco","California","West","TEC-CO-10004115","Technology","Copiers","Sharp AL-1530CS Digital Copier",1199.976,3,0.2,434.9913
"CA-2017-117457-408","12/8/17","12/12/17",2017,"Standard Class","Keith Herrera","Consumer","United States","San Francisco","California","West","OFF-PA-10003724","Office Supplies","Paper","Wirebound Message Book, 4 per Page",27.15,5,0,13.3035
"CA-2017-117457-409","12/8/17","12/12/17",2017,"Standard Class","Keith Herrera","Consumer","United States","San Francisco","California","West","FUR-TA-10002041","Furniture","Tables","Bevis Round Conference Table Top, X-Base",1004.024,7,0.2,-112.9527
"CA-2017-117457-410","12/8/17","12/12/17",2017,"Standard Class","Keith Herrera","Consumer","United States","San Francisco","California","West","OFF-PA-10002893","Office Supplies","Paper","Wirebound Service Call Books, 5 1/2"" x 4""",9.68,1,0,4.6464
"CA-2017-117457-411","12/8/17","12/12/17",2017,"Standard Class","Keith Herrera","Consumer","United States","San Francisco","California","West","OFF-LA-10003766","Office Supplies","Labels","Self-Adhesive Removable Labels",28.35,9,0,13.608
"CA-2017-117457-412","12/8/17","12/12/17",2017,"Standard Class","Keith Herrera","Consumer","United States","San Francisco","California","West","OFF-PA-10001970","Office Supplies","Paper","Xerox 1908",55.98,1,0,27.4302
"CA-2017-117457-413","12/8/17","12/12/17",2017,"Standard Class","Keith Herrera","Consumer","United States","San Francisco","California","West","FUR-BO-10001972","Furniture","Bookcases","O'Sullivan 4-Shelf Bookcase in Odessa Pine",1336.829,13,0.15,31.4548
"CA-2017-117457-414","12/8/17","12/12/17",2017,"Standard Class","Keith Herrera","Consumer","United States","San Francisco","California","West","FUR-CH-10003956","Furniture","Chairs","Novimex High-Tech Fabric Mesh Task Chair",113.568,2,0.2,-18.4548
"CA-2017-142636-415","11/3/17","11/7/17",2017,"Standard Class","Kimberly Carter","Corporate","United States","Seattle","Washington","West","OFF-PA-10000157","Office Supplies","Paper","Xerox 191",139.86,7,0,65.7342
"CA-2017-142636-416","11/3/17","11/7/17",2017,"Standard Class","Kimberly Carter","Corporate","United States","Seattle","Washington","West","FUR-CH-10001891","Furniture","Chairs","Global Deluxe Office Fabric Chairs",307.136,4,0.2,26.8744
"CA-2017-122105-417","6/24/17","6/28/17",2017,"Standard Class","Caroline Jumper","Consumer","United States","Huntington Beach","California","West","OFF-AR-10004344","Office Supplies","Art","Bulldog Vacuum Base Pencil Sharpener",95.92,8,0,25.8984
"CA-2016-148796-418","4/14/16","4/18/16",2016,"Standard Class","Philip Brown","Consumer","United States","Los Angeles","California","West","FUR-CH-10004886","Furniture","Chairs","Bevis Steel Folding Chairs",383.8,5,0.2,38.38
"CA-2017-154816-419","11/6/17","11/10/17",2017,"Standard Class","Victoria Brennan","Corporate","United States","Richmond","Kentucky","South","OFF-PA-10003845","Office Supplies","Paper","Xerox 1987",5.78,1,0,2.8322
"CA-2017-110478-420","3/4/17","3/9/17",2017,"Standard Class","Sung Pak","Corporate","United States","Los Angeles","California","West","OFF-AR-10001573","Office Supplies","Art","American Pencil",9.32,4,0,2.7028
"CA-2017-110478-421","3/4/17","3/9/17",2017,"Standard Class","Sung Pak","Corporate","United States","Los Angeles","California","West","OFF-EN-10000483","Office Supplies","Envelopes","White Envelopes, White Envelopes with Clear Poly Window",15.25,1,0,7.015
"CA-2014-142048-422","6/22/14","6/25/14",2014,"First Class","Joel Eaton","Consumer","United States","Louisville","Colorado","West","TEC-AC-10004114","Technology","Accessories","KeyTronic 6101 Series - Keyboard - Black",196.752,6,0.2,56.5662
"CA-2017-125388-423","10/19/17","10/23/17",2017,"Standard Class","Michael Paige","Corporate","United States","Lawrence","Massachusetts","East","FUR-FU-10004712","Furniture","Furnishings","Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56,4,0,14.7056
"CA-2017-125388-424","10/19/17","10/23/17",2017,"Standard Class","Michael Paige","Corporate","United States","Lawrence","Massachusetts","East","OFF-ST-10000918","Office Supplies","Storage","Crate-A-Files",32.7,3,0,8.502
"CA-2017-155705-425","8/21/17","8/23/17",2017,"Second Class","Natalie Fritzler","Consumer","United States","Jackson","Mississippi","South","FUR-CH-10000015","Furniture","Chairs","Hon Multipurpose Stacking Arm Chairs",866.4,4,0,225.264
"CA-2017-149160-426","11/23/17","11/26/17",2017,"Second Class","Janet Molinari","Corporate","United States","Canton","Michigan","Central","FUR-FU-10003347","Furniture","Furnishings","Coloredge Poster Frame",28.4,2,0,11.076
"CA-2017-149160-427","11/23/17","11/26/17",2017,"Second Class","Janet Molinari","Corporate","United States","Canton","Michigan","Central","OFF-BI-10001543","Office Supplies","Binders","GBC VeloBinder Manual Binding System",287.92,8,0,138.2016
"CA-2014-101476-428","9/12/14","9/13/14",2014,"First Class","Shirley Daniels","Home Office","United States","New Rochelle","New York","East","TEC-MA-10000029","Technology","Machines","Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,1,0,30.0957
"CA-2017-152275-429","10/1/17","10/8/17",2017,"Standard Class","Ken Heidel","Corporate","United States","San Antonio","Texas","Central","OFF-AR-10000369","Office Supplies","Art","Design Ebony Sketching Pencil",6.672,6,0.2,0.5004
"US-2016-123750-430","4/15/16","4/21/16",2016,"Standard Class","Ross Baird","Home Office","United States","Gastonia","North Carolina","South","OFF-BI-10004584","Office Supplies","Binders","GBC ProClick 150 Presentation Binding System",189.588,2,0.7,-145.3508
"US-2016-123750-431","4/15/16","4/21/16",2016,"Standard Class","Ross Baird","Home Office","United States","Gastonia","North Carolina","South","TEC-AC-10004659","Technology","Accessories","Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB",408.744,7,0.2,76.6395
"US-2016-123750-432","4/15/16","4/21/16",2016,"Standard Class","Ross Baird","Home Office","United States","Gastonia","North Carolina","South","TEC-AC-10004659","Technology","Accessories","Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB",291.96,5,0.2,54.7425
"US-2016-123750-433","4/15/16","4/21/16",2016,"Standard Class","Ross Baird","Home Office","United States","Gastonia","North Carolina","South","OFF-ST-10000617","Office Supplies","Storage","Woodgrain Magazine Files by Perma",4.768,2,0.2,-0.7748
"CA-2016-127369-434","6/6/16","6/7/16",2016,"First Class","Dave Brooks","Consumer","United States","Lowell","Massachusetts","East","OFF-ST-10003306","Office Supplies","Storage","Letter Size Cart",714.3,5,0,207.147
"US-2014-150574-435","12/19/14","12/25/14",2014,"Standard Class","Mike Kennedy","Consumer","United States","Jacksonville","Florida","South","OFF-BI-10000773","Office Supplies","Binders","Insertable Tab Post Binder Dividers",4.812,2,0.7,-3.6892
"US-2014-150574-436","12/19/14","12/25/14",2014,"Standard Class","Mike Kennedy","Consumer","United States","Jacksonville","Florida","South","TEC-AC-10002600","Technology","Accessories","Belkin QODE FastFit Bluetooth Keyboard",247.8,5,0.2,-18.585
"CA-2016-147375-437","6/12/16","6/14/16",2016,"Second Class","Philisse Overcash","Home Office","United States","Chicago","Illinois","Central","TEC-MA-10002937","Technology","Machines","Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,3,0.3,43.1991
"CA-2016-147375-438","6/12/16","6/14/16",2016,"Second Class","Philisse Overcash","Home Office","United States","Chicago","Illinois","Central","OFF-PA-10001970","Office Supplies","Paper","Xerox 1908",313.488,7,0.2,113.6394
"CA-2017-130043-439","9/15/17","9/19/17",2017,"Standard Class","Brenda Bowman","Corporate","United States","Houston","Texas","Central","OFF-PA-10002230","Office Supplies","Paper","Xerox 1897",31.872,8,0.2,11.5536
"CA-2017-157252-440","1/20/17","1/23/17",2017,"Second Class","Cynthia Voltz","Corporate","United States","New York City","New York","East","FUR-CH-10003396","Furniture","Chairs","Global Deluxe Steno Chair",207.846,3,0.1,2.3094
"CA-2016-115756-441","9/5/16","9/7/16",2016,"Second Class","Pete Kriz","Consumer","United States","Detroit","Michigan","Central","FUR-FU-10000246","Furniture","Furnishings","Aluminum Document Frame",12.22,1,0,3.666
"CA-2016-115756-442","9/5/16","9/7/16",2016,"Second Class","Pete Kriz","Consumer","United States","Detroit","Michigan","Central","OFF-ST-10000060","Office Supplies","Storage","Fellowes Bankers Box Staxonsteel Drawer File/Stacking System",194.94,3,0,23.3928
"CA-2016-115756-443","9/5/16","9/7/16",2016,"Second Class","Pete Kriz","Consumer","United States","Detroit","Michigan","Central","OFF-ST-10003058","Office Supplies","Storage","Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays",70.95,3,0,20.5755
"CA-2016-115756-444","9/5/16","9/7/16",2016,"Second Class","Pete Kriz","Consumer","United States","Detroit","Michigan","Central","OFF-PA-10002222","Office Supplies","Paper","Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,4,0,42.0256
"CA-2016-115756-445","9/5/16","9/7/16",2016,"Second Class","Pete Kriz","Consumer","United States","Detroit","Michigan","Central","FUR-CH-10002372","Furniture","Chairs","Office Star - Ergonomically Designed Knee Chair",242.94,3,0,29.1528
"CA-2016-115756-446","9/5/16","9/7/16",2016,"Second Class","Pete Kriz","Consumer","United States","Detroit","Michigan","Central","OFF-LA-10001317","Office Supplies","Labels","Avery 520",22.05,7,0,10.584
"CA-2017-154214-447","3/20/17","3/25/17",2017,"Second Class","Troy Blackwell","Consumer","United States","Columbus","Indiana","Central","FUR-FU-10000206","Furniture","Furnishings","GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91,1,0,1.3677
"CA-2016-166674-448","4/1/16","4/3/16",2016,"Second Class","Raymond Buch","Consumer","United States","Auburn","New York","East","OFF-AR-10000588","Office Supplies","Art","Newell 345",59.52,3,0,15.4752
"CA-2016-166674-449","4/1/16","4/3/16",2016,"Second Class","Raymond Buch","Consumer","United States","Auburn","New York","East","OFF-ST-10001469","Office Supplies","Storage","Fellowes Bankers Box Recycled Super Stor/Drawer",161.94,3,0,9.7164
"CA-2016-166674-450","4/1/16","4/3/16",2016,"Second Class","Raymond Buch","Consumer","United States","Auburn","New York","East","OFF-AR-10001953","Office Supplies","Art","Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener",263.88,6,0,71.2476
"CA-2016-166674-451","4/1/16","4/3/16",2016,"Second Class","Raymond Buch","Consumer","United States","Auburn","New York","East","OFF-AR-10003156","Office Supplies","Art","50 Colored Long Pencils",30.48,3,0,7.9248
"CA-2016-166674-452","4/1/16","4/3/16",2016,"Second Class","Raymond Buch","Consumer","United States","Auburn","New York","East","OFF-AR-10004974","Office Supplies","Art","Newell 342",9.84,3,0,2.8536
"CA-2016-166674-453","4/1/16","4/3/16",2016,"Second Class","Raymond Buch","Consumer","United States","Auburn","New York","East","TEC-PH-10002365","Technology","Phones","Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S",35.12,4,0,9.1312
"CA-2017-147277-454","10/20/17","10/24/17",2017,"Standard Class","Ed Braxton","Corporate","United States","Akron","Ohio","East","FUR-TA-10001539","Furniture","Tables","Chromcraft Rectangular Conference Tables",284.364,2,0.4,-75.8304
"CA-2017-147277-455","10/20/17","10/24/17",2017,"Standard Class","Ed Braxton","Corporate","United States","Akron","Ohio","East","OFF-ST-10000142","Office Supplies","Storage","Deluxe Rollaway Locking File with Drawer",665.408,2,0.2,66.5408
"CA-2016-100153-456","12/13/16","12/17/16",2016,"Standard Class","Ken Heidel","Corporate","United States","Norman","Oklahoma","Central","TEC-AC-10001772","Technology","Accessories","Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive",63.88,4,0,24.9132
"US-2014-110674-457","2/12/14","2/18/14",2014,"Standard Class","Sanjit Chand","Consumer","United States","Concord","California","West","FUR-CH-10000225","Furniture","Chairs","Global Geo Office Task Chair, Gray",129.568,2,0.2,-24.294
"US-2016-157945-458","9/26/16","10/1/16",2016,"Standard Class","Natalie Fritzler","Consumer","United States","Decatur","Illinois","Central","FUR-CH-10002331","Furniture","Chairs","Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms",747.558,3,0.3,-96.1146
"US-2016-157945-459","9/26/16","10/1/16",2016,"Standard Class","Natalie Fritzler","Consumer","United States","Decatur","Illinois","Central","OFF-EN-10001415","Office Supplies","Envelopes","Staple envelope",8.928,2,0.2,3.348
"CA-2015-109638-460","12/15/15","12/22/15",2015,"Standard Class","Joseph Holt","Consumer","United States","Seattle","Washington","West","OFF-AP-10002472","Office Supplies","Appliances","3M Office Air Cleaner",103.92,4,0,36.372
"CA-2015-109638-461","12/15/15","12/22/15",2015,"Standard Class","Joseph Holt","Consumer","United States","Seattle","Washington","West","TEC-AC-10004571","Technology","Accessories","Logitech G700s Rechargeable Gaming Mouse",899.91,9,0,377.9622
